CO2[ppm],microdust[ug/m3],humidity[%],temperature[*C],HeatIndex[*C],pressure[hPa],temperature2[*C],altitude[m],radiation(10min_avg)[uSv/hr],radiation(1min_avg)[uSv/hr],
307.3,10.40,67.60,23.50,23.67,999.95,23.49,44.20,0.00,0.00,
307.3,-4.54,67.60,23.50,23.67,1000.04,23.49,45.30,0.00,0.00,
323.7,7.91,67.60,23.50,23.67,999.90,23.49,45.20,0.00,0.00,
307.3,3.76,67.60,23.50,23.67,999.93,23.49,44.50,0.00,0.00,
323.7,3.76,67.60,23.50,23.67,999.98,23.49,45.20,0.00,0.00,
323.7,5.42,67.60,23.50,23.67,1000.05,23.49,45.50,0.00,0.00,
323.7,9.57,67.70,23.60,23.78,1000.00,23.59,45.00,0.00,0.00,
307.3,20.36,67.70,23.60,23.78,1000.03,23.59,45.30,0.00,0.00,
323.7,-4.54,67.70,23.60,23.78,999.90,23.59,45.10,0.00,0.00,
323.7,-1.22,67.70,23.60,23.78,1000.02,23.59,45.30,0.00,0.00,
307.3,7.91,67.70,23.60,23.78,1000.00,23.59,45.50,0.00,0.00,
323.7,3.76,67.70,23.60,23.78,999.97,23.59,45.10,0.00,0.00,
323.7,2.10,67.70,23.60,23.78,1000.04,23.59,44.10,0.00,0.00,
307.3,6.25,67.70,23.60,23.78,1000.07,23.59,44.20,0.00,0.00,
307.3,1.27,67.70,23.60,23.78,1000.05,23.59,44.50,0.00,0.00,
307.3,7.91,67.70,23.60,23.78,1000.03,23.59,44.70,0.00,0.00,
307.3,-1.22,67.70,23.60,23.78,1000.09,23.59,44.90,0.00,0.00,
307.3,-2.05,67.70,23.60,23.78,999.99,23.59,45.30,0.00,0.00,
323.7,0.44,67.70,23.60,23.78,999.96,23.59,44.80,0.00,0.00,
323.7,5.42,67.70,23.60,23.78,999.90,23.59,44.80,0.00,0.00,
323.7,1.27,67.70,23.60,23.78,999.90,23.59,45.20,0.00,0.00,
307.3,-6.20,67.70,23.60,23.78,999.97,23.59,45.10,0.00,0.00,
307.3,-5.37,67.70,23.60,23.78,1000.08,23.59,45.10,0.00,0.00,
307.3,-2.05,67.70,23.60,23.78,1000.06,23.59,45.50,0.00,0.00,
307.3,5.42,67.70,23.60,23.78,999.98,23.59,45.30,0.00,0.00,
307.3,-0.39,67.70,23.60,23.78,999.95,23.59,44.00,0.00,0.00,
323.7,-1.22,67.70,23.60,23.78,1000.08,23.59,45.10,0.00,0.00,
307.3,-0.39,67.70,23.60,23.78,1000.00,23.59,45.10,0.00,0.00,
323.7,11.23,67.70,23.60,23.78,1000.04,23.59,45.50,0.00,0.00,
307.3,-4.54,67.70,23.60,23.78,999.97,23.59,45.10,0.00,0.00,
307.3,1.27,67.70,23.60,23.78,999.92,23.59,45.40,0.00,0.00,
307.3,-1.22,67.70,23.60,23.78,1000.05,23.59,44.90,0.00,0.00,
307.3,8.74,67.70,23.60,23.78,1000.07,23.59,45.50,0.00,0.00,
323.7,7.08,67.70,23.60,23.78,999.94,23.59,44.80,0.00,0.00,
307.3,1.27,67.70,23.60,23.78,999.91,23.59,45.40,0.00,0.00,
323.7,1.27,67.70,23.60,23.78,1000.06,23.59,44.50,0.00,0.00,
307.3,7.91,67.40,23.60,23.78,999.91,23.59,44.70,0.00,0.00,
307.3,2.93,67.40,23.60,23.78,999.99,23.59,44.30,0.00,0.00,
307.3,0.44,67.40,23.60,23.78,1000.06,23.59,44.50,0.00,0.00,
323.7,2.93,67.40,23.60,23.78,999.94,23.59,45.30,0.00,0.00,
307.3,-4.54,67.40,23.60,23.78,1000.06,23.59,44.80,0.00,0.00,
323.7,-0.39,67.40,23.60,23.78,999.96,23.59,44.80,0.00,0.00,
323.7,6.25,67.40,23.60,23.78,999.94,23.59,45.00,0.00,0.00,
307.3,13.72,67.40,23.60,23.78,1000.08,23.59,44.80,0.00,0.00,
307.3,7.08,67.40,23.60,23.78,1000.08,23.59,45.40,0.00,0.00,
307.3,2.93,67.40,23.60,23.78,999.95,23.59,44.10,0.00,0.00,
307.3,2.10,67.40,23.60,23.78,1000.08,23.59,44.10,0.00,0.00,
323.7,-0.39,67.40,23.60,23.78,1000.08,23.59,44.50,0.00,0.00,
323.7,10.40,67.40,23.60,23.78,1000.04,23.59,44.80,0.00,0.00,
323.7,5.42,67.40,23.60,23.78,1000.04,23.59,45.20,0.00,0.00,
307.3,2.93,67.40,23.60,23.78,1000.05,23.59,44.00,0.00,0.00,
323.7,2.10,67.40,23.60,23.78,999.95,23.59,44.40,0.00,0.00,
307.3,9.57,67.40,23.60,23.78,999.94,23.59,44.50,0.00,0.00,
307.3,7.08,67.40,23.60,23.78,1000.05,23.59,44.60,0.00,0.00,
307.3,-2.05,67.40,23.60,23.78,1000.05,23.59,44.60,0.00,0.00,
323.7,6.25,67.40,23.60,23.78,999.97,23.59,44.30,0.00,0.00,
323.7,2.10,67.40,23.60,23.78,999.97,23.59,45.30,0.00,0.00,
323.7,1.27,67.40,23.60,23.78,1000.09,23.59,45.20,0.00,0.00,
323.7,-8.69,67.40,23.60,23.78,1000.09,23.59,44.50,0.00,0.00,
323.7,1.27,67.40,23.60,23.78,999.99,23.59,44.10,0.00,0.00,
307.3,4.59,67.40,23.60,23.78,999.90,23.59,44.60,0.00,0.00,
307.3,-2.05,67.40,23.60,23.78,1000.07,23.59,45.40,0.00,0.00,
307.3,-7.86,67.40,23.60,23.78,999.93,23.59,44.00,0.00,0.00,
307.3,-4.54,67.40,23.60,23.78,999.91,23.59,44.00,0.00,0.00,
307.3,-4.54,67.40,23.60,23.78,999.97,23.59,44.70,0.00,0.00,
323.7,12.89,67.40,23.60,23.78,999.97,23.59,44.30,0.00,0.00,
307.3,8.74,67.40,23.60,23.78,1000.02,23.59,44.50,0.00,0.00,
307.3,12.89,67.40,23.60,23.78,999.94,23.59,45.10,0.00,0.00,
307.3,-15.33,67.40,23.60,23.78,1000.09,23.59,44.50,0.00,0.00,
307.3,3.76,67.40,23.60,23.78,1000.06,23.59,44.10,0.00,0.00,
323.7,1.27,67.40,23.60,23.78,1000.09,23.59,44.70,0.00,0.00,
307.3,5.42,67.40,23.60,23.78,1000.08,23.59,45.50,0.00,0.00,
323.7,-6.20,67.40,23.60,23.78,999.94,23.59,44.70,0.00,0.00,
307.3,5.42,67.40,23.60,23.78,999.95,23.59,45.10,0.00,0.00,
307.3,9.57,67.40,23.60,23.78,999.94,23.59,44.10,0.00,0.00,
307.3,-4.54,67.40,23.60,23.78,1000.04,23.59,45.00,0.00,0.00,
307.3,11.23,67.40,23.60,23.78,999.93,23.59,44.80,0.00,0.00,
323.7,3.76,67.40,23.60,23.78,999.91,23.59,44.90,0.00,0.00,
307.3,-1.22,67.40,23.60,23.78,1000.07,23.59,44.90,0.00,0.00,
323.7,17.87,67.40,23.60,23.78,999.95,23.59,44.60,0.00,0.00,
307.3,3.76,67.40,23.60,23.78,1000.09,23.59,45.20,0.00,0.00,
323.7,-2.88,67.40,23.60,23.78,999.98,23.59,44.50,0.00,0.00,
307.3,16.21,67.40,23.60,23.78,1000.09,23.59,45.50,0.00,0.00,
307.3,-5.37,67.40,23.60,23.78,1000.07,23.59,44.80,0.00,0.00,
307.3,-1.22,67.40,23.60,23.78,999.96,23.59,45.30,0.00,0.00,
307.3,6.25,67.40,23.60,23.78,1000.06,23.59,44.20,0.00,0.00,
323.7,3.76,67.40,23.60,23.78,1000.04,23.59,45.30,0.00,0.00,
323.7,4.59,67.40,23.60,23.78,1000.02,23.59,44.30,0.00,0.00,
323.7,11.23,67.40,23.60,23.78,1000.02,23.59,44.70,0.00,0.00,
323.7,5.42,67.40,23.60,23.78,1000.08,23.59,44.80,0.00,0.00,
307.3,2.10,67.40,23.60,23.78,1000.00,23.59,45.50,0.00,0.00,
307.3,10.40,67.40,23.60,23.78,1000.04,23.59,45.40,0.00,0.00,
307.3,17.04,67.40,23.60,23.78,1000.05,23.59,45.10,0.00,0.00,
307.3,2.93,67.40,23.60,23.78,1000.02,23.59,44.70,0.00,0.00,
307.3,5.42,67.40,23.60,23.78,1000.00,23.59,45.50,0.00,0.00,
323.7,-3.71,67.40,23.60,23.78,999.99,23.59,44.70,0.00,0.00,
323.7,-3.71,67.50,23.60,23.78,1000.01,23.59,44.80,0.00,0.00,
307.3,1.27,67.50,23.60,23.78,1000.06,23.59,45.10,0.00,0.00,
323.7,-2.05,67.50,23.60,23.78,1000.09,23.59,45.20,0.00,0.00,
323.7,2.93,67.50,23.60,23.78,1000.01,23.59,44.10,0.00,0.00,
323.7,-0.39,67.50,23.60,23.78,999.98,23.59,45.00,0.00,0.00,
307.3,2.93,67.50,23.60,23.78,999.93,23.59,44.10,0.00,0.00,
323.7,7.08,67.50,23.60,23.78,1000.01,23.59,44.70,0.00,0.00,
307.3,6.25,67.50,23.60,23.78,999.94,23.59,45.10,0.00,0.00,
307.3,2.93,67.50,23.60,23.78,1000.00,23.59,44.40,0.00,0.00,
307.3,7.91,67.50,23.60,23.78,1000.00,23.59,45.30,0.00,0.00,
307.3,7.91,67.50,23.60,23.78,999.91,23.59,44.30,0.00,0.00,
323.7,-4.54,67.50,23.60,23.78,999.94,23.59,45.40,0.00,0.00,
323.7,11.23,67.50,23.60,23.78,999.91,23.59,44.50,0.00,0.00,
323.7,-0.39,67.50,23.60,23.78,999.92,23.59,44.40,0.00,0.00,
323.7,-0.39,67.50,23.60,23.78,1000.04,23.59,44.70,0.00,0.00,
323.7,2.93,67.50,23.60,23.78,1000.07,23.59,44.20,0.00,0.00,
307.3,-3.71,67.50,23.60,23.78,1000.09,23.59,44.10,0.00,0.00,
307.3,-2.88,67.50,23.60,23.78,999.91,23.59,44.00,0.00,0.00,
307.3,7.91,67.50,23.60,23.78,1000.09,23.59,44.70,0.00,0.00,
307.3,4.59,67.50,23.60,23.78,1000.06,23.59,44.80,0.00,0.00,
323.7,-0.39,67.50,23.60,23.78,999.98,23.59,44.40,0.00,0.00,
323.7,5.42,67.50,23.60,23.78,1000.08,23.59,44.50,0.00,0.00,
323.7,9.57,67.50,23.60,23.78,1000.05,23.59,44.30,0.00,0.00,
307.3,1.27,67.50,23.60,23.78,999.91,23.59,44.10,0.00,0.00,
307.3,12.06,67.50,23.60,23.78,1000.07,23.59,44.80,0.00,0.00,
323.7,4.59,67.50,23.60,23.78,999.95,23.59,44.90,0.00,0.00,
307.3,4.59,67.50,23.60,23.78,999.99,23.59,44.70,0.00,0.00,
307.3,9.57,67.50,23.60,23.78,999.91,23.59,44.60,0.00,0.00,
307.3,-5.37,67.50,23.60,23.78,999.90,23.59,44.60,0.00,0.00,
307.3,4.59,67.50,23.60,23.78,1000.04,23.59,44.30,0.00,0.00,
323.7,-10.35,67.70,23.60,23.78,999.99,23.59,45.50,0.00,0.00,
307.3,-2.88,67.70,23.60,23.78,1000.05,23.59,45.40,0.00,0.00,
307.3,14.55,67.70,23.60,23.78,999.93,23.59,44.40,0.00,0.00,
323.7,-8.69,67.70,23.60,23.78,1000.02,23.59,45.00,0.00,0.00,
307.3,1.27,67.70,23.60,23.78,999.90,23.59,45.00,0.00,0.00,
323.7,-7.03,67.70,23.60,23.78,999.98,23.59,44.70,0.00,0.00,
307.3,2.93,67.70,23.60,23.78,1000.06,23.59,44.50,0.00,0.00,
307.3,8.74,67.70,23.60,23.78,1000.04,23.59,45.10,0.00,0.00,
307.3,6.25,67.70,23.60,23.78,999.98,23.59,44.50,0.00,0.00,
307.3,-2.88,67.70,23.60,23.78,1000.01,23.59,44.50,0.00,0.00,
307.3,8.74,67.70,23.60,23.78,1000.09,23.59,44.40,0.00,0.00,
323.7,6.25,67.70,23.60,23.78,999.94,23.59,44.60,0.00,0.00,
323.7,1.27,67.70,23.60,23.78,1000.00,23.59,44.10,0.00,0.00,
323.7,3.76,67.70,23.60,23.78,999.92,23.59,45.40,0.00,0.00,
323.7,-2.88,67.70,23.60,23.78,999.94,23.59,44.90,0.00,0.00,
323.7,2.10,67.70,23.60,23.78,1000.05,23.59,44.80,0.00,0.00,
307.3,3.76,67.70,23.60,23.78,1000.06,23.59,45.00,0.00,0.00,
307.3,-4.54,67.70,23.60,23.78,999.97,23.59,45.30,0.00,0.00,
307.3,-0.39,67.70,23.60,23.78,1000.02,23.59,44.80,0.00,0.00,
307.3,14.55,67.70,23.60,23.78,999.90,23.59,45.00,0.00,0.00,
307.3,-2.88,67.70,23.60,23.78,1000.07,23.59,45.00,0.00,0.00,
323.7,10.40,67.70,23.60,23.78,1000.04,23.59,45.40,0.00,0.00,
323.7,-3.71,67.70,23.60,23.78,999.99,23.59,44.10,0.00,0.00,
323.7,-0.39,67.70,23.60,23.78,1000.08,23.59,45.50,0.00,0.00,
307.3,3.76,67.70,23.60,23.78,999.93,23.59,44.10,0.00,0.00,
307.3,13.72,67.70,23.60,23.78,1000.04,23.59,44.90,0.00,0.00,
307.3,19.53,67.70,23.60,23.78,1000.01,23.59,44.30,0.00,0.00,
307.3,-0.39,67.70,23.60,23.78,1000.09,23.59,45.00,0.00,0.00,
307.3,2.93,67.70,23.60,23.78,1000.07,23.59,44.20,0.00,0.00,
323.7,-16.99,67.70,23.60,23.78,999.90,23.59,45.30,0.00,0.00,
323.7,4.59,67.70,23.50,23.67,1000.08,23.49,44.60,0.00,0.00,
307.3,3.76,67.70,23.50,23.67,1000.05,23.49,45.10,0.00,0.00,
307.3,14.55,67.70,23.50,23.67,999.90,23.49,45.40,0.00,0.00,
323.7,5.42,67.70,23.50,23.67,999.98,23.49,45.10,0.00,0.00,
323.7,-0.39,67.70,23.50,23.67,999.99,23.49,45.50,0.00,0.00,
307.3,-3.71,67.70,23.50,23.67,1000.08,23.49,44.10,0.00,0.00,
323.7,11.23,67.70,23.50,23.67,1000.00,23.49,44.20,0.00,0.00,
307.3,1.27,67.70,23.50,23.67,999.90,23.49,45.10,0.00,0.00,
307.3,-6.20,67.70,23.50,23.67,1000.06,23.49,45.00,0.00,0.00,
307.3,-2.88,67.70,23.50,23.67,1000.01,23.49,44.30,0.00,0.00,
307.3,1.27,67.70,23.50,23.67,1000.06,23.49,45.20,0.00,0.00,
323.7,0.44,67.70,23.50,23.67,999.98,23.49,45.40,0.00,0.00,
323.7,6.25,67.70,23.50,23.67,1000.09,23.49,45.50,0.00,0.00,
323.7,10.40,67.70,23.50,23.67,1000.00,23.49,45.10,0.00,0.00,
323.7,-0.39,67.70,23.50,23.67,999.94,23.49,44.60,0.00,0.00,
323.7,2.10,67.70,23.50,23.67,999.98,23.49,44.80,0.00,0.00,
307.3,5.42,67.70,23.50,23.67,999.98,23.49,44.70,0.00,0.00,
323.7,-12.84,67.70,23.50,23.67,1000.09,23.49,45.20,0.00,0.00,
307.3,9.57,67.70,23.50,23.67,999.91,23.49,44.10,0.00,0.00,
307.3,3.76,67.70,23.50,23.67,1000.09,23.49,44.40,0.00,0.00,
323.7,-1.22,67.70,23.50,23.67,999.90,23.49,45.10,0.00,0.00,
323.7,3.76,67.70,23.50,23.67,1000.04,23.49,45.30,0.00,0.00,
323.7,2.93,67.70,23.50,23.67,999.97,23.49,44.30,0.00,0.00,
323.7,0.44,67.70,23.50,23.67,999.94,23.49,45.30,0.00,0.00,
307.3,-3.71,67.70,23.50,23.67,999.96,23.49,45.40,0.00,0.00,
307.3,5.42,67.70,23.50,23.67,999.99,23.49,45.30,0.00,0.00,
307.3,-2.05,67.70,23.50,23.67,999.91,23.49,44.00,0.00,0.00,
307.3,11.23,67.70,23.50,23.67,1000.04,23.49,44.70,0.00,0.00,
307.3,-8.69,67.70,23.50,23.67,1000.02,23.49,44.60,0.00,0.00,
